"Job","Clocked In","Clocked Out","Duration","Comment","Tags","Breaks","Adjustments","TotalTimeAdjustment","TotalEarningsAdjustment"
"Asda","12/05/2017 04:54","12/05/2017 12:30","7:36","","","","","",""
"Asda","13/05/2017 04:43","13/05/2017 10:37","5:54","","","","","",""
"Asda","15/05/2017 05:11","15/05/2017 14:05","8:54","","","","","",""
"Asda","16/05/2017 10:44","16/05/2017 15:42","4:58","","","","","",""
"Asda","18/05/2017 05:00","18/05/2017 12:34","7:34","","","","","",""
"Asda","19/05/2017 05:07","19/05/2017 12:18","7:11","","","","","",""
"Asda","20/05/2017 05:14","20/05/2017 12:03","6:49","","","","","",""
"Asda","25/05/2017 04:59","25/05/2017 12:02","7:03","","","","","",""
"Asda","26/05/2017 15:19","26/05/2017 22:26","7:07","","","","","",""
"Asda","27/05/2017 14:05","27/05/2017 20:20","6:15","","","","","",""
"Asda","29/05/2017 05:00","29/05/2017 12:09","7:09","","","","","",""
"Asda","30/05/2017 13:10","30/05/2017 21:59","8:49","","","","","",""
"Asda","01/06/2017 05:02","01/06/2017 13:06","8:04","","","","","",""
"Asda","02/06/2017 05:00","02/06/2017 12:03","7:03","","","","","",""
"Asda","03/06/2017 05:08","03/06/2017 11:28","6:20","","","","","",""
"Asda","04/06/2017 05:00","04/06/2017 10:34","5:34","","","","","",""
"Asda","05/06/2017 05:01","05/06/2017 12:03","7:02","","","","","",""
"Asda","06/06/2017 13:11","06/06/2017 22:10","8:59","","","","","",""
"Asda","08/06/2017 04:58","08/06/2017 12:06","7:08","","","","","",""
"Asda","09/06/2017 05:01","09/06/2017 13:00","7:59","","","","","",""
"Asda","10/06/2017 05:00","10/06/2017 13:00","8:00","","","","","",""
"Asda","11/06/2017 04:58","11/06/2017 11:43","6:45","","","","","",""
"Asda","12/06/2017 05:01","12/06/2017 12:02","7:01","","","","","",""
"Asda","13/06/2017 12:59","13/06/2017 21:43","8:44","","","","","",""
"Asda","15/06/2017 04:57","15/06/2017 12:05","7:08","","","","","",""
"Asda","16/06/2017 04:57","16/06/2017 12:08","7:11","","","","","",""
"Asda","17/06/2017 04:56","17/06/2017 12:15","7:19","","","","","",""
"Asda","19/06/2017 04:56","19/06/2017 12:06","7:10","","","","","",""
"Asda","20/06/2017 04:18","20/06/2017 13:05","8:47","","","","","",""
"Asda","22/06/2017 04:56","22/06/2017 12:10","7:14","","","","","",""
"Asda","23/06/2017 04:59","23/06/2017 12:10","7:11","","","","","",""
"Asda","24/06/2017 05:07","24/06/2017 12:08","7:01","","","","","",""
"Asda","26/06/2017 04:44","26/06/2017 12:13","7:29","","","","","",""
"Asda","27/06/2017 13:11","27/06/2017 21:54","7:34","","","0:30 (17:00 to 17:30);0:39 (20:03 to 20:42)","","-1:09","0.00"
"Asda","29/06/2017 04:56","29/06/2017 12:27","7:31","","","","","",""
"Asda","30/06/2017 04:55","30/06/2017 12:07","7:12","","","","","",""
"Asda","01/07/2017 05:17","01/07/2017 11:11","5:54","","","","","",""
